season,episode_num,title,description,duration,published_date,url,explicit
2004,260,The Facts Don't Matter,"",60,"Mar 12, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=260,""
2004,261,The Sanctity of Marriage,"",60,"Mar 26, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=261,""
2004,262,Miracle Cures,"",60,"Apr 2, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=262,""
2004,263,Desperate Measures,"",60,"Apr 16, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=263,""
2004,264,Special Treatment,"",60,"May 7, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=264,""
2004,265,Fake Science,"",60,"May 21, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=265,""
2004,266,I'm From the Private Sector and I'm Here to Help,"",60,"Jun 4, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=266,""
2004,267,Propriety,"",60,"Jun 11, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=267,""
2004,268,My Experimental Phase,"",60,"Jun 25, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=268,""
2004,269,Someone to Watch Over Me,"",60,"Jul 16, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=269,""
2004,270,Family Legend,"",60,"Aug 6, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=270,""
2004,271,Best Interests,"",60,"Aug 20, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=271,""
2004,272,Big Tent,"",60,"Sep 10, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=272,""
2004,273,Put Your Heart In It,"",60,"Sep 24, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=273,""
2004,274,Enemy Camp '04,"",60,"Oct 8, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=274,""
2004,275,Two Steps Back,"",60,"Oct 15, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=275,""
2004,276,Swing Set,"",60,"Oct 29, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=276,""
2004,277,Apology,"",60,"Nov 5, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=277,""
2004,278,Spies Like Us,"",60,"Nov 19, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=278,""
2004,279,Auto Show,"",60,"Dec 10, 2004",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=279,""
"",280,In Country,"",60,"Jan 7, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=280,""
"",281,My Big Break,"",60,"Jan 21, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=281,""
"",282,DIY,"",60,"Feb 11, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=282,""
"",283,Remember Me,"",60,"Feb 25, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=283,""
"",284,Should I Stay or Should I Go?,"",60,"Mar 11, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=284,""
"",285,Know Your Enemy,"",60,"Mar 25, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=285,""
"",286,Mind Games,"",60,"Apr 8, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=286,""
"",287,Backed Into A Corner,"",60,"Apr 15, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=287,""
"",288,Not What I Meant,"",60,"May 6, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=288,""
"",289,Go Ask Your Father,"",60,"May 13, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=289,""
"",290,Godless America,"",60,"Jun 3, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=290,""
"",291,Reunited (And It Feels So Good),"",60,"Jul 1, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=291,""
"",292,The Arms Trader,"",60,"Jul 8, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=292,""
"",293,A Little Bit of Knowledge,"",60,"Jul 22, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=293,""
"",294,Image Makers,"",60,"Aug 5, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=294,""
"",295,Not What  I Signed Up For,"",60,"Aug 26, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=295,""
"",296,After the Flood,"",60,"Sep 9, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=296,""
"",297,This Is Not My Beautiful House,"",60,"Sep 16, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=297,""
"",298,Getting and Spending,"",60,"Sep 23, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=298,""
"",299,Back from the Dead,"",60,"Oct 7, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=299,""
"",300,What's In A Number?,"",60,"Oct 28, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=300,""
"",301,Settling the Score,"",60,"Nov 11, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=301,""
"",302,Strangers in a Strange Land,"",60,"Nov 18, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=302,""
"",303,David and Goliath,"",60,"Dec 2, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=303,""
"",304,Heretics,"",60,"Dec 16, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=304,""
"",305,The This American Life Holiday Spectacular,"",60,"Dec 23, 2005",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=305,""
2006,306,Seemed Like A Good Idea at the Time,"",60,"Jan 13, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=306,""
2006,307,In the Shadow of the City,"",60,"Feb 3, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=307,""
2006,308,Star-Crossed Love,"",60,"Feb 10, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=308,""
2006,309,Cat and Mouse,"",60,"Feb 24, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=309,""
2006,310,Habeas Schmabeas,"",60,"Mar 10, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=310,""
2006,311,A Better Mousetrap,"",60,"Apr 14, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=311,""
2006,312,How We Talked Back Then,"",60,"May 12, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=312,""
2006,313,Parental Guidance Suggested,"",60,"May 19, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=313,""
2006,314,It's Never Over,"",60,"Jun 23, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=314,""
2006,315,The Parrot and the Potbellied Pig,"",60,"Jul 21, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=315,""
2006,316,The Cat Came Back,"",60,"Aug 18, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=316,""
2006,317,Unconditional Love,"",60,"Sep 15, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=317,""
2006,318,With Great Power,"",60,"Oct 6, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=318,""
2006,319,And the Call Was Coming from the Basement,"",60,"Oct 27, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=319,""
2006,320,What's In A Number? — 2006 Edition,"",60,"Nov 3, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=320,""
2006,321,Sink or Swim,"",60,"Dec 1, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=321,""
2006,322,Shouting Across the Divide,"",60,"Dec 15, 2006",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=322,""
2007,323,The Super,"",60,"Jan 5, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=323,""
2007,324,My Brilliant Plan,"",60,"Jan 26, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=324,""
2007,325,Houses of Ill Repute,"",60,"Feb 2, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=325,""
2007,326,Quiz Show,"",60,"Feb 16, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=326,""
2007,327,By Proxy,"",60,"Mar 9, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=327,""
2007,328,What I Learned from Television,"",60,"Mar 16, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=328,""
2007,329,Nice Work If You Can Get It,"",60,"Apr 6, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=329,""
2007,330,My Reputation,"",60,"Apr 13, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=330,""
2007,331,Habeas Schmabeas 2007,"",60,"Apr 27, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=331,""
2007,332,The Ten Commandments,"",60,"May 4, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=332,""
2007,333,The Center for Lessons Learned,"",60,"May 25, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=333,""
2007,334,Duty Calls,"",60,"Jun 1, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=334,""
2007,335,Big Wide World,"",60,"Jun 15, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=335,""
2007,336,Who Can You Save?,"",60,"Jul 6, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=336,""
2007,337,Man vs. History,"",60,"Jul 27, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=337,""
2007,338,The Spokesman,"",60,"Aug 10, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=338,""
2007,339,Break-Up,"",60,"Aug 24, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=339,""
2007,340,The Devil in Me,"",60,"Sep 7, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=340,""
2007,341,How to Talk to Kids,"",60,"Oct 5, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=341,""
2007,342,How to Rest in Peace,"",60,"Nov 2, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=342,""
2007,343,Poultry Slam 2007,"",60,"Nov 23, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=343,""
2007,344,The Competition,"",60,"Nov 30, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=344,""
2007,345,Ties That Bind,"",60,"Dec 14, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=345,""
2007,346,Home Alone,"",60,"Dec 21, 2007",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=346,""
2009,372,The Inauguration Show,"In this act, kids from the after-school literacy program ""826"" in Brooklyn, Los Angeles, Chicago and Ann Arbor read letters they wrote to Barack Obama. The letters are part of a book the ;kids published, called Thanks and Have Fun Running the Country. (3 minutes)

The book is available now from the McSweeney's website and all proceeds, every penny from the book will go directly to the 826 writing centers across the country.

Web Extra: More Letters From the Kids at 826!

",60,"Jan 16, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=372,""
2009,373,The New Boss,"",60,"Jan 30, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=373,""
2009,,,"",60,"",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=374,""
2009,375,Bad Bank,"Alex and Adam walk us step by step through the complications of the US government buying up bad assets from banks, and explain why, when it comes to footing the bill, the government might just prefer to not be in charge of the very banks it is having taxpayers bailout. From a dollhouse, to a hypothetical bank worth tens of dollars, to the trillions of dollars being spent to keep banks afloat, Alex and Adam talk economy, and where we might be headed. (39 minutes)

",60,"Feb 27, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=375,""
2009,376,Wrong Side of History,"",60,"Mar 13, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=376,""
2009,377,Scenes From a Recession,"",60,"Mar 27, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=377,""
2009,378,This I Used to Believe,"",60,"Apr 17, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=378,""
2009,379,Return To The Scene Of The Crime,"",60,"May 1, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=379,""
2009,380,No Map,"",60,"May 15, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=380,""
2009,381,Turncoat,"",60,"May 22, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=381,""
2009,382,The Watchmen,"",60,"Jun 5, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=382,""
2009,383,Origin Story,"",60,"Jun 19, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=383,""
2009,384,Fall Guy,"",60,"Jun 26, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=384,""
2009,385,Pro Se,"",60,"Jul 10, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=385,""
2009,386,Fine Print,"",60,"Jul 24, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=386,""
2009,387,Arms Trader 2009,"",60,"Aug 7, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=387,""
2009,388,Rest Stop,"",60,"Sep 4, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=388,""
2009,389,Frenemies,"",60,"Sep 11, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=389,""
2009,390,Return To The Giant Pool of Money,"",60,"Sep 25, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=390,""
2009,391,More Is Less,"",60,"Oct 9, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=391,""
2009,392,Someone Else's Money,"",60,"Oct 16, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=392,""
2009,393,Infidelity,"",60,"Oct 30, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=393,""
2009,394,Bait and Switch,"",60,"Nov 6, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=394,""
2009,395,Middle of the Night,"",60,"Nov 27, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=395,""
2009,396,#1 Party School,"",60,"Dec 18, 2009",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=396,""
2010,397,2010,"",60,"Jan 1, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=397,""
2010,398,Long Shot,"",60,"Jan 8, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=398,""
2010,399,Contents Unknown,"",60,"Jan 22, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=399,""
2010,400,Stories Pitched by Our Parents,"Web bonus: Click here  to download the song that Nancy and Dave sing.

Web bonus: in the broadcast, we interrupt Alex's story in the middle. Click here to listen to the whole thing.


Web bonus: all the songs in this episode prompted Senior Producer Julie Snyder to sing the unofficial This American Life jingle. Listen here.

Here is a gallery of photos from this story.

",60,"Feb 12, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=400,""
2010,401,Parent Trap,"",60,"Feb 19, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=401,""
2010,402,Save the Day,"",60,"Mar 12, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=402,""
2010,403,NUMMI,"",60,"Mar 26, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=403,""
2010,404,Enemy Camp 2010,"",60,"Apr 2, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=404,""
2010,405,Inside Job,"A hedge fund named Magnetar comes up with an elaborate plan to make money. It sponsors the creation of complicated and ultimately toxic financial securities...while at the same time betting against the very securities it helped create. Planet Money's Alex Blumberg teams up with two investigative reporters from ProPublica, Jake Bernstein and Jesse Eisinger, to tell the story. Jake and Jesse pored through thousands of  pages of documents and interviewed dozens of Wall Street Insiders. We bring you the result: A tale of intrigue and questionable behavior, which parallels quite closely the plot of a Mel Brooks musical. (40 minutes)

If you have any questions after hearing this story, you can email the ProPublica team for an answer. 

We commissioned a Broadway song to go along with this story, which you can listen to here. (Click to stream; right click or control click to download.) 

You can also download the sheet music.

And here is a video of the recording session for the song:






  Music and Lyrics: Robert Lopez
  Vocalists: John Treacy Eagan and Christian Borle
  Music Supervisor/Producer: Stephen Oremus
  Orchestrator: Bruce Coughlin



  Piano: Mark Hummel. Keyboard: Randy Cohen. Bass: Dave Phillips. Drums: Sean McDaniel. Sax/Flute: Dave Mann. Sax/Clarinet: Charles Pillow. Sax/Clarinet: Dave Riekenberg. Trumpet: Tony Kadleck. Trumpet: Bud Burridge. Trombone: Randy Andos



  Studio Engineer: John Kilgore. Music Contractor: Michael Keller. Copyist: Karl Mansfield


",60,"Apr 9, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=405,""
2010,406,True Urban Legends,"Download a transcript or read much more information about this story. Read an interview with Ira Glass in Mt. Pleasant’s literary magazine, the
Cardinal Quill.Education • Politics              

Another article on the subject appears in the current issue of Harper's Magazine.

",60,"Apr 23, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=406,""
2010,407,The Bridge,"",60,"May 7, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=407,""
2010,408,Island Time,"",60,"May 21, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=408,""
2010,409,Held Hostage,"",60,"Jun 4, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=409,""
2010,410,Social Contract,"",60,"Jun 18, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=410,""
2010,411,First Contact,"In 2008, 501 images were beamed from a radio telescope in Eupatoria, Ukraine, towards Gliese 581 c, a planet 118 trillion miles away.  People around the world submitted ideas to a social networking site called Bebo, and then users voted on the ones they thought should actually be sent, with the thought that extraterrestrials might one day receive them.  The radio signal will take about 20 years to reach its destination.  Here are a few of the images, courtesy of RDF Contact:

",60,"Jun 25, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=411,""
2010,412,Million Dollar Idea,"",60,"Jul 16, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=412,""
2010,413,Georgia Rambler,"",60,"Jul 30, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=413,""
2010,414,Right to Remain Silent,"",60,"Sep 10, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=414,""
2010,415,Crybabies,"",60,"Sep 24, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=415,""
2010,416,Iraq After Us,"",60,"Oct 15, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=416,""
2010,417,This Party Sucks,"",60,"Oct 29, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=417,""
2010,418,Toxie,"",60,"Nov 5, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=418,""
2010,419,Petty Tyrant,"",60,"Nov 12, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=419,""
2010,420,Neighborhood Watch,"",60,"Nov 19, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=420,""
2010,421,Last Man Standing,"
A story about God and extraterrestrials, told by Elna Baker. Elna is the author of a memoir called The New York Regional Mormon Singles Halloween Dance.



Photos from this story:


",60,"Dec 3, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=421,""
2010,422,Comedians of Christmas Comedy Special,"Ira Glass plays Christmas jokes told by third graders, collected by producer Jonathan Menjivar. It turns out there really aren't many holiday jokes (although see our blog post for more), but kids are happy to invent them. (5 1/2 minutes)

Some photos from the live show, shot by Alden Ford:

",60,"Dec 17, 2010",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=422,""
2011,423,The Invention of Money,"",60,"Jan 7, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=423,""
2011,424,Kid Politics,"",60,"Jan 14, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=424,""
2011,425,Slow To React,"",60,"Jan 21, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=425,""
2011,426,Tough Room 2011,"",60,"Feb 4, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=426,""
2011,427,Original Recipe,"The formula for Coca-Cola is one of the most jealously guarded trade secrets in the world. So we were surprised to come across a 1979 newspaper article with what looked like the original recipe for Coke. Talking to historian Mark Pendergrast, author of For God, Country and Coca-Cola, we were even more surprised when we found reasons to believe the recipe is real. (25 minutes)

Want to try and make the ""original recipe"" yourself?

Here's the press release we put out about this story.

Here are photos from the story:


This episode of our show kicked off a wave of international press coverage that, inevitably, included inaccuracies.  



To be clear:  We are not claiming that we have found the recipe used today for Coca-Cola.  We believe we found a recipe that is either the original recipe made by the inventor of Coke, John Pemberton, or a version of Coca-Cola that he made either before or after the product hit the market in 1886.  We believe that because it was found in the notebook of his friend, on a page entitled ""Coco-Cola recipe improved,"" and because it was found in Pemberton's own notebook, in Coca-Cola's archives. 


 
Much of the press about our story takes at face value Coca-Cola's statements that we have not found the recipe for Coke, present or past.  But when asked if the company has actually checked to see if this formula matches the original formula - which archivist Phil Mooney assured me they still have - company spokespeople always politely sidestep the question.  So it seems entirely possible that no one at Coke has checked.  If they'd checked to see if the formulas match, why not say so?



Phil Mooney even admitted something interesting about the recipe in our interview: ""Could it be a precursor? Yeah, absolutely.""  He then went on to express, as his opinion, not as fact: ""Is this the one that went to market? I don't think so.""



Since the original formula is no longer made by Coke, and since all the ingredients seem to be on the public record, why not release the old formula?  This year, Coke's 125th anniversary, would be a great time for it!



So we stand by our story.  We believe the recipe is either the version Pemberton brought to market in 1886, a precursor, or an improved version made after it was already on the market.  As for our bigger point, that the ingredients to Coke's supposedly super-secret formula can be figured out without much trouble by anyone who wants to, that seems incontrovertibly true.  Versions of the recipe have been published starting in the 1960's.  Not to mention that a device called a gas chromatograph can tell a trained scientist the ingredients in coke or any other beverage, not with perfect accuracy, but close enough that you're in the ballpark.  


Jake Halpern tells this story about document expert John Reznikoff, who came into possession of some materials which—if authentic—would change history. Then things got complicated. Jake is the author of several books, including World's End. (32 minutes)

This week's story about Coca-Cola is actually a knockoff of a story by historian Cliff Doerksen about Mince Pie, in which he tells the truly surprising story of how:


To its 19th- and early-20th-century admirers, mince pie was ""unquestionably the monarch of pies,"" ""the great American viand,"" ""an American institution"" and ""as American as the Red Indians."" It was the food expatriates longed for while sojourning abroad. Acquiring an appreciation for it was proof that an immigrant was becoming assimilated. It was the indispensable comfort dish dispatched to American expeditionary forces in World War I to reinforce their morale with the taste of home.


Then he arrives at the magnificent thesis of his article:



Most remarkably, mince pie achieved and maintained its hegemony despite the fact that everyone—including those who loved it—agreed that it reliably caused indigestion, provoked nightmares, and commonly afflicted the overindulgent with disordered thinking, hallucinations, and sometimes death.



In the article Cliff makes two mince pies according to old recipes and is stunned at how much beef fat and sugary crap went into them. In those pre-refrigeration days, that's what kept the meat in the pie from spoiling. He builds the narrative suspense—what will these monstrosities taste like?—before arriving at the story's climactic surprise: they're delicious!  The story won the 2010 prize that's like the Oscars for food writers: the James Beard Award.  It's a completely entertaining, enlightening story, and I tried to talk Cliff into doing the same thing with this Coca-Cola recipe for our show back in December.  Yes, okay, basically I wanted him to rip off his own great story for our benefit.  Then on December 17th, he died unexpectedly at the age of 47.  Doing this story, flying around the country with producer Ben Calhoun, it was hard to stop thinking about what a funny, fascinating job Cliff – a real historian as well as a sharp, witty prose stylist – would've made of it.  He's greatly missed.


",60,"Feb 11, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=427,""
2011,428,Oh You Shouldn't Have,"",60,"Mar 4, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=428,""
2011,429,Will They Know Me Back Home?,"Sarah is still trying to get a visa to the US. The lawyers working on her case first read about her in this story that ran in the Los Angeles Times, written by Bureau Chief Ned Parker.

",60,"Mar 11, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=429,""
2011,430,Very Tough Love,"

",60,"Mar 25, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=430,""
2011,431,See No Evil,"",60,"Apr 1, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=431,""
2011,432,Know When To Fold 'Em,"",60,"Apr 8, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=432,""
2011,433,Fine Print 2011,"",60,"Apr 15, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=433,""
2011,434,This Week,"",60,"May 6, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=434,""
2011,435,How To Create a Job,"",60,"May 13, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=435,""
2011,436,The Psychopath Test,"",60,"May 27, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=436,""
2011,437,Old Boys Network,"",60,"Jun 3, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=437,""
2011,438,Father's Day 2011,"

",60,"Jun 17, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=438,""
2011,439,A House Divided,"",60,"Jun 24, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=439,""
2011,440,Game Changer,"",60,"Jul 8, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=440,""
2011,441,When Patents Attack!,"

",60,"Jul 22, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=441,""
2011,442,Thugs,"",60,"Jul 29, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=442,""
2011,443,Amusement Park,"

",60,"Aug 12, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=443,""
2011,444,Gossip,"

",60,"Aug 26, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=444,""
2011,445,Ten Years In,"

Here are some other past This American Life episodes and stories relating to 9/11 and its aftermath:


Habeas Schmabeas (winner of the 2006 Peabody Award)
Before and After (our first show post 9/11, about what happened) 
Somewhere in the Arabian Sea
This American Wife
Secret Government
I'm From the Private Sector and I'm Here to Help (about private contractors)
The Arms Trader
The Prosecutor
1001 Arabian Nightly Newscasts
Froggy Goes A-Courtin'

Some of the many stories and shows we've done about Iraq:

Why We Fight (on the debate over whether to invade Iraq)
The Balloon Goes Up (the start of the war)
Johnny Get Your Mouse
In Country
What Happens in Baghdad, Stays in Baghdad
The Center for Lessons Learned
Mr. Adam's Neighborhood
Ask an Iraqi
Will They Know Me Back Home?
Iraq After Us


",60,"Sep 9, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=445,""
2011,446,Living Without (2011),"

",60,"Sep 16, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=446,""
2011,447,The Incredible Case of the P.I. Moms,"",60,"Sep 23, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=447,""
2011,448,Adventure!,"",60,"Oct 7, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=448,""
2011,449,Middle School,"",60,"Oct 28, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=449,""
2011,450,So Crazy It Just Might Work,"",60,"Nov 11, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=450,""
2011,451,Back to Penn State,"",60,"Nov 18, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=451,""
2011,452,Poultry Slam 2011,"",60,"Dec 2, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=452,""
2011,453,Nemeses,"",60,"Dec 16, 2011",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=453,""
2012,454,Mr. Daisey and the Apple Factory,"",60,"Jan 6, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=454,""
2012,455,Continental Breakup,"",60,"Jan 20, 2012",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=455,""
