index,season,original_episode_num,rebroadcast,title,description,duration,published_date,url,explicit
29,2013,11,Y,The Unquiet Mind,"We’ve all had that moment. The moment where you might see or hear something and you wonder — am I going crazy? In this hour, TED speakers share their experiences straddling that line between madness and sanity. Neurologist Oliver Sacks explains a peculiar condition called Charles Bonnet syndrome — when people of sound mind experience lucid hallucinations. Also, law professor Elyn Saks shares stories about her schizophrenic episodes and how she was able to rise above her grave diagnosis. Plus, author Jon Ronson goes psychopath spotting, and wonders who among us is truly completely sane. ",60,19-Jul-13,http://www.npr.org/2013/02/06/171270354/the-unquiet-mind?showDate=2013-07-19,
28,2013,22,N,Why We Collaborate ,"""The world has over a trillion hours a year of free time to commit to shared projects,"" says professor Clay Shirky. But what motivates dozens, thousands, even millions of people to come together on the Internet and commit their time to a project, for free? What is the key to making a successful collaboration work? In this hour, TED speakers unravel ideas behind the mystery of mass collaborations that build a better world. Wikipedia founder Jimmy Wales explains what drives people everywhere to contribute to the self-organizing online encyclopedia. Computer programmer Luis von Ahn builds systems that combine humans and computers to help digitize books and translate the web. Social media guru Clay Shirky says when we contribute to the web, we’re building a better world. Software entrepreneur Jason Fried thinks collaboration is key to productivity, as long as we do away with meetings. And coder Jennifer Pahlka believes the government should be more like the Internet: permissionless and open.",60,12-Jul-13,http://www.npr.org/2013/07/13/197986218/why-we-collaborate?showDate=2013-07-12,
27,2013,18,Y,Giving It Away,"You can give away almost anything — your time, money, food, your ideas. Giving helps define who we are and helps us connect with others. And thanks to the internet and a rise in social consciousness, there’s been a seismic shift not only in what we’re giving, but how. In this hour, stories from TED speakers who are “giving it away” in new and surprising ways, and the things that happen in return. Firefighter Mark Bezos tells a story of an act of heroism that didn't go as expected, but ended up teaching him an important lesson. Gardener Ron Finley wants to help make his community in South Central LA more healthy, by letting people take fruit and vegetables from his roadside gardens. Activist Dan Pallotta calls out the double standard that drives our broken relationship to charities. And musician Amanda Palmer tells us how she developed a more trusting relationship with her fans by not charging for her music. ",60,5-Jul-13,http://www.npr.org/2013/05/06/181684003/giving-it-away?showDate=2013-07-05,
26,2013,21,N,Turning Points,"Our lives are often defined by turning points. They can happen gradually or in an instant. But how do we reconcile the before and the after — our former selves with who we’ve become? In this hour, we hear from TED speakers who have been shaped by profound turning points in their lives. Surgeon and author Sherwin Nuland recalls how he broke free of a debilitating depression after undergoing electroshock therapy. Businessman Ric Elias had a front row seat on Flight 1549 that crash-landed in the Hudson River in 2009. He describes what went through his mind as the plane was going down. As a teenager, Maajid Nawaz was active in an extreme Islamist organization. But after spending five years in an Egyptian jail, he now devotes himself to promoting democracy in the face of extremism and xenophobia. Journalist Joshua Prager describes his life before and after a devastating bus accident that left him paralyzed on his left side. He probes questions of self-deception, identity, and whether the crash or his response to the crash has ultimately defined him.",60,28-Jun-13,http://www.npr.org/2013/06/24/195193839/turning-points?showDate=2013-06-28,
25,2013,17,Y,Unstoppable Learning,"Learning is an integral part of human nature. But why do we — as adults — assume learning must be taught, tested, and reinforced? Why do we put so much effort in making kids think and act like us? In this hour, TED speakers explore the different ways babies and children learn on their own — from the womb, to the playground, to the web. Education researcher Sugata Mitra explains how he brought self-supervised access to the web for children in India’s slums and villages — with results that have made him rethink teaching. Science writer Annie Murphy Paul discusses how fetuses begin taking cues from the outside world while still in the womb. Developmental psychologist Alison Gopnik argues that like scientists, babies and young children follow a sophisticated systematic process of exploration when they play. Veteran teacher Rita Pierson says children need relationships and human connection in order to be inspired to learn. Sugata Mitra returns later in the episode to talk about his vision to build a school in a cloud where children drive a new kind of self-organized classroom.",60,21-Jun-13,http://www.npr.org/2013/04/25/179010396/unstoppable-learning?showDate=2013-06-21,
24,2013,15,Y,What Is Beauty? ,On this episode we'll try to seduce you with new ideas about beauty. Philosopher Denis Dutton and psychologist Nancy Etcoff take us back in time to the primordial reasons why we all share a common taste for beauty. Fashion model Cameron Russell walks us down the runway of beauty's perilous side. Civic leader Bill Strickland transforms inner city youth by adorning arts education centers with beauty of every shape and form. And designer Richard Seymour believes we do not recognize beauty until we know the story behind it.,60,14-Jun-13,http://www.npr.org/2013/04/19/174724704/what-is-beauty?showDate=2013-06-14,
23,2013,20,N,Framing The Story,"Stories ignite our imagination, let us leap over cultural walls and cross the barriers of time. Stories affirm who we are, and allow us to experience the similarities between ourselves and others, real or imagined. Stories help us make meaning of our lives. In this hour, TED speakers talk with Guy Raz about the art of storytelling, and how good stories have the power to transform our perceptions of the world. Novelist Tracy Chevalier explains how she discovers a compelling story from inside a painting. Graphic designer Chip Kidd creates “visual haikus” — book covers that, in a single image, tell the story inside. Writer Chimamanda Adichie warns that if we hear only a single story about another person, we risk a critical misunderstanding. And filmmaker Andrew Stanton says good storytelling is starting at the end and working back to the beginning. ",60,7-Jun-13,http://www.npr.org/2013/05/23/186301332/framing-the-story?showDate=2013-06-07,
22,2013,14,Y,The Violence Within Us,"Violence and brutality are grim realities of life. So why are some people violent, and others aren’t? Are some of us born that way, or can anyone be pushed into committing acts of cruelty? What would it take for an ordinary person to become violent? In this hour, TED speakers explore the sinister side of human nature, and whether we’re all capable of violence. Psychologist Philip Zimbardo tells the story of his notorious Stanford Prison experiment and how easy it is for people to turn violent. Also, neuroscientist Jim Fallon uncovers the wiring of a psychopathic killer. Writer Leslie Morgan Steiner tells the harrowing story of her abusive relationship, and shares why victims of domestic violence often don’t leave. Also, psychology professor Steven Pinker charts the whole of human history, and says we are living in the most peaceful time in our existence.",60,31-May-13,http://www.npr.org/2013/03/28/175609678/the-violence-within-us?showDate=2013-05-31,
21,2013,19,N,Memory Games,"Memory is malleable, dynamic and elusive. When we tap into our memories, where is the line between fact and fiction? How does our memory play tricks on us, and how can we train it to be more accurate? In this hour, TED speakers discuss how a nimble memory can improve your life, and how a frail one might ruin someone else's. Forensic psychologist Scott Fraser argues that in a criminal trial, even close-up eyewitnesses can create ""memories"" they may not have seen. Nobel laureate Daniel Kahneman explains how our experiences and our memories perceive happiness differently. Writer Joshua Foer shows how anyone can achieve amazing feats of memory, including him.",60,24-May-13,http://www.npr.org/2013/05/09/182667116/memory-games?showDate=2013-05-24,
20,2013,18,N,Giving It Away,"You can give away almost anything — your time, money, food, your ideas. Giving helps define who we are and helps us connect with others. And thanks to the internet and a rise in social consciousness, there’s been a seismic shift not only in what we’re giving, but how. In this hour, stories from TED speakers who are “giving it away” in new and surprising ways, and the things that happen in return. Firefighter Mark Bezos tells a story of an act of heroism that didn't go as expected, but ended up teaching him an important lesson. Gardener Ron Finley wants to help make his community in South Central LA more healthy, by letting people take fruit and vegetables from his roadside gardens. Activist Dan Pallotta calls out the double standard that drives our broken relationship to charities. And musician Amanda Palmer tells us how she developed a more trusting relationship with her fans by not charging for her music. ",60,17-May-13,http://www.npr.org/2013/05/06/181684003/giving-it-away?showDate=2013-05-17,
19,2013,17,N,Unstoppable Learning,"Learning is an integral part of human nature. But why do we — as adults — assume learning must be taught, tested, and reinforced? Why do we put so much effort in making kids think and act like us? In this hour, TED speakers explore the different ways babies and children learn on their own — from the womb, to the playground, to the web. Education researcher Sugata Mitra explains how he brought self-supervised access to the web for children in India’s slums and villages — with results that have made him rethink teaching. Science writer Annie Murphy Paul discusses how fetuses begin taking cues from the outside world while still in the womb. Developmental psychologist Alison Gopnik argues that like scientists, babies and young children follow a sophisticated systematic process of exploration when they play. Veteran teacher Rita Pierson says children need relationships and human connection in order to be inspired to learn. Sugata Mitra returns later in the episode to talk about his vision to build a school in a cloud where children drive a new kind of self-organized classroom.",60,3-May-13,http://www.npr.org/2013/04/25/179010396/unstoppable-learning?showDate=2013-05-03,
18,2013,16,N,Do We Need Humans? ,"We’ve been promised a future where robots will be our friends, and technology will make life’s daily chores as easy as flipping a switch. But are we ready for how those innovations will change us as humans? In this episode, TED speakers consider the promises and perils of our relationship with technology. Psychologist Sherry Turkle looks at how devices and online personas are redefining human connection. Robotics engineer Cynthia Breazeal talks about building robots that teach, learn, and play. Research Scientist Andrew McAfee examines how technology affects the labor market, today and in the future. Physician and writer Abraham Verghese describes our strange new world where patients are data points, and calls for a return to the traditional physical exam.",60,26-Apr-13,http://www.npr.org/2013/02/25/172900833/do-we-need-humans?showDate=2013-04-26,
17,2013,15,N,What Is Beauty? ,On this episode we'll try to seduce you with new ideas about beauty. Philosopher Denis Dutton and psychologist Nancy Etcoff take us back in time to the primordial reasons why we all share a common taste for beauty. Fashion model Cameron Russell walks us down the runway of beauty's perilous side. Civic leader Bill Strickland transforms inner city youth by adorning arts education centers with beauty of every shape and form. And designer Richard Seymour believes we do not recognize beauty until we know the story behind it.,60,19-Apr-13,http://www.npr.org/2013/04/19/174724704/what-is-beauty?showDate=2013-04-19,
16,2013,14,N,The Violence Within Us,"Violence and brutality are grim realities of life. So why are some people violent, and others aren’t? Are some of us born that way, or can anyone be pushed into committing acts of cruelty? What would it take for an ordinary person to become violent? In this hour, TED speakers explore the sinister side of human nature, and whether we’re all capable of violence. Psychologist Philip Zimbardo tells the story of his notorious Stanford Prison experiment and how easy it is for people to turn violent. Also, neuroscientist Jim Fallon uncovers the wiring of a psychopathic killer. Writer Leslie Morgan Steiner tells the harrowing story of her abusive relationship, and shares why victims of domestic violence often don’t leave. Also, psychology professor Steven Pinker charts the whole of human history, and says we are living in the most peaceful time in our existence.",60,12-Apr-13,http://www.npr.org/2013/03/28/175609678/the-violence-within-us?showDate=2013-04-12,
15,2013,12,Y,Peering Into Space ,"Gazing up at the night sky is simultaneously humbling and utterly thrilling. This hour, we’ll hear from TED speakers who share an infectious sense of wonder and curiosity about our place in the universe and what lies beyond our skies. Phil Plait breaks down how we can defend Earth from an asteroid. Also, Jill Tarter of the SETI Institute explains why it’s crucial for humans here on earth to continue searching for sentient beings in the cosmos. Plus: Physicist Brian Greene unravels the strange tale of dark matter and why our universe may be one of many in the “multiverse.”",60,5-Apr-13,http://www.npr.org/2013/02/15/172136499/peering-into-space?showDate=2013-04-05,
14,2013,13,N,Making Mistakes,"We try so hard to be perfect, to never make mistakes and to avoid failure at all costs. But mistakes happen. And when they do, how do we deal with being wrong? In this episode, TED speakers look at those darker moments in our lives, and consider why sometimes we need to make mistakes and face them head on. Dr. Brian Goldman tells a profound story about the first big mistake he made in the ER, and questions medicine's culture of denial. Professor Brené Brown explains how important it is to confront shame. Also, jazz composer Stefon Harris argues that a lot of our actions are seen as mistakes only because we don't react to them appropriately. Plus, Margaret Heffernan, the former CEO of five businesses, tells the story of two unexpected collaborators, and how good disagreement is central to progress.",60,29-Mar-13,http://www.npr.org/2013/03/11/174030515/making-mistakes?showDate=2013-03-29,
13,2013,11,Y,The Unquiet Mind,"We’ve all had that moment. The moment where you might see or hear something and you wonder — am I going crazy? In this hour, TED speakers share their experiences straddling that line between madness and sanity. Neurologist Oliver Sacks explains a peculiar condition called Charles Bonnet syndrome — when people of sound mind experience lucid hallucinations. Also, law professor Elyn Saks shares stories about her schizophrenic episodes and how she was able to rise above her grave diagnosis. Plus, author Jon Ronson goes psychopath spotting, and wonders who among us is truly completely sane. ",60,22-Mar-13,http://www.npr.org/2013/02/06/171270354/the-unquiet-mind?showDate=2013-03-22,
12,2013,12,N,Peering Into Space ,"Gazing up at the night sky is simultaneously humbling and utterly thrilling. This hour, we’ll hear from TED speakers who share an infectious sense of wonder and curiosity about our place in the universe and what lies beyond our skies. Phil Plait breaks down how we can defend Earth from an asteroid. Also, Jill Tarter of the SETI Institute explains why it’s crucial for humans here on earth to continue searching for sentient beings in the cosmos. Plus: Physicist Brian Greene unravels the strange tale of dark matter and why our universe may be one of many in the “multiverse.”",60,8-Mar-13,http://www.npr.org/2013/02/15/172136499/peering-into-space?showDate=2013-03-08,
11,2013,11,N,The Unquiet Mind,"We’ve all had that moment. The moment where you might see or hear something and you wonder — am I going crazy? In this hour, TED speakers share their experiences straddling that line between madness and sanity. Neurologist Oliver Sacks explains a peculiar condition called Charles Bonnet syndrome — when people of sound mind experience lucid hallucinations. Also, law professor Elyn Saks shares stories about her schizophrenic episodes and how she was able to rise above her grave diagnosis. Plus, author Jon Ronson goes psychopath spotting, and wonders who among us is truly completely sane. ",60,1-Mar-13,http://www.npr.org/2013/02/06/171270354/the-unquiet-mind?showDate=2013-03-01,
10,2012,10,N,Africa: The Next Chapter,"There are many stereotypes about Africa--that it’s a place of conflict, of disease, war, and famine.  Or that it’s a single place at all, rather than a continent of 54 distinct countries.  We'll engage with thinkers and do-ers who are constructing new realities for their respective countries, and for the African continent a whole.  We’ll hear from TED team member Emeka Okafor, who guides us through some evolving views (and misconceptions) of the African continent; Patrick Awuah, who left a career at Microsoft to found a liberal arts college in his native Ghana; and journalist Andrew Mwenda, who says that industry, not aid, is what’s driving Africa’s growing economies.  ",60,29-Jun-12,http://www.npr.org/2012/06/29/155904209/africa-the-next-chapter?showDate=2012-06-29,
9,2012,9,N,Building A Better Classroom,"We know getting a good education is important, but does the current model nurture real learning? Three TED speakers share powerful ideas about how to change the education for the better. Teachers are flipping classrooms, rethinking lesson plans, and re-imagining the role of teacher and student, learner and educator. Sir Ken Robinson says the standardization of schools squashes creativity — and ultimately hurts our communities. Salman Khan of the Khan Academy explains how video lectures can help kids master subjects, not just muddle through them. And public school teacher John Hunter says his 4th graders have solved global warming — on several occasions. ",60,22-Jun-12,http://www.npr.org/2012/06/22/155224654/building-a-better-classroom?showDate=2012-06-22,
8,2012,8,N,The Future Of Cities,"For centuries, cities have been bringing people together.  Now, for the first time in history, more than half the world's population lives in cities.  What draws people to them?  What changes when we live closer together?  How can cities offer humanity its best hope for a sustainable future?  TED speakers Stewart Brand, Robert Neuwirth, Ellen Dunham-Jones, and Geoffrey West investigate the future of our urban zones. ",60,15-Jun-12,http://www.npr.org/2012/06/15/154800562/the-future-of-cities?showDate=2012-06-15,
7,2012,7,N,Where Ideas Come From,"Understanding where ideas come from can help us harness the power of our thoughts. In this hour, we look at what happens when ideas interact and procreate, then at how to broaden our approach to cultivating ideas from the quieter voices in the room.",60,8-Jun-12,http://www.npr.org/2012/06/06/154448804/where-ideas-come-from?showDate=2012-06-08,
6,2012,6,N,The Creative Process,"How are we inspired? How do we get from an initial inkling of idea to a fully formed work of art? It’s often challenging to describe the creative process. In this hour we’ll hear from some TED speakers who explain their craft and the daily challenge of nurturing creativity. Former U.S. Poet Laureate Billy Collins explains his writing process involves plenty of patience, intensity, and trips to the dry cleaners. Author Elizabeth Gilbert muses on the definition of genius and singer/songwriter Abigail Washburn blends the Far East with Appalachia with her banjo. ",60,1-Jun-12,http://www.npr.org/2012/06/01/153885491/the-creative-process?showDate=2012-06-01,
5,2012,5,N,Fixing Our Broken Systems,"We depend on rules, guidelines, and laws to provide structure, order, and function. But too often these systems fail us, especially those people most in need of the benefits they provide. Three TED speakers propose how to fix our broken systems. Attorney Philip Howard says we live in a legal minefield, especially teachers and doctors, whose work has been paralyzed by fear of lawsuits. Jane McGonigal explains why video games might be our best hope for solving the world’s most challenging issues. Psychologist Barry Schwartz makes a passionate call for “practical wisdom” as an antidote to a society gone mad with bureaucracy. ",60,25-May-12,http://www.npr.org/2012/05/24/153237583/fixing-our-broken-systems?showDate=2012-05-25,
4,2012,4,N,The Power Of Crowds,"Technology-enabled collaboration draws us closer, makes us smarter, and allows us to innovate through the wisdom of a crowd.  A new wave of collaborative consumption is transforming consumerism and the rules of engagement. What is the true potential of 21st century collaboration? We'll hear from TED Speakers Clay Shirky, Marcin Jakubowski, Charlie Todd, and Eric Whitacre. ",60,18-May-12,http://www.npr.org/2012/05/16/152866680/the-power-of-crowds?showDate=2012-05-18,
3,2012,3,N,Food Matters,"“Food Matters” features a cornucopia of great TED Talks about food: growing it, cooking it, consuming it — and making sure there’s enough for everyone. Biodiversity expert Cary Fowler is looking to save seeds to protect the future of food. Architect Carolyn Steel discusses the daily miracle of feeding a city, and explains how ancient food routes shaped the modern world. Chef Ann Cooper has some fighting words about what’s in kids’ lunches. And Chef Dan Barber tells the story of the best fish he ever ate, raised in Spain using a revolutionary farming method. ",60,11-May-12,http://www.npr.org/2012/05/09/152384708/food-matters?showDate=2012-05-11,
2,2012,2,N,The Pursuit Of Happiness,"Being happy is perhaps the most universal human yearning. But this simple goal often eludes us. Suppose we can understand happiness. Then how do we find it? We hear from Barry Schwartz, Kathryn Schulz, and Malcolm Gladwell, who offer some big ideas for achieving happiness: limiting our choices, facing our regrets, and embracing our diversity. ",60,4-May-12,http://www.npr.org/2012/05/02/151881205/the-pursuit-of-happiness?showDate=2012-05-04,
1,2012,1,N,Our Buggy Brain,"What tricks do our minds play when we think it’s okay to lie, cheat, or steal? How in control are we of our own decisions? And why do our brains systematically misjudge what makes us happy? Host Alison Stewart talks about our buggy brain with TED Speakers Dan Ariely, Paul Bloom, and Dan Gilbert. ",60,27-Apr-12,http://www.npr.org/2012/04/27/151315301/our-buggy-brain?showDate=2012-04-27,
