Index,season,original_episode,rebroadcast,title,description,duration,published_date,url,explicit
37,2012,37,N,Myq Kaplan," Myq Kaplan (Last Comic Standing, Vegan Mind Meld, comedy), and I know we say this a lot but FOR SERIOUS, gets real weird in this episode. Non-monogomy and other serious or deep things come up somehow amidst a sea of jokes. Just a SEA of them. A quick, deep mind. Get into it! ",1:29:40,4/4/12,http://youmadeitweird.libsyn.com/myq-kaplan,Y
36,2012,36,N,Duncan Trussell," Duncan Trussell (The Duncan Trussell Family Hour podcast, comedy, the multiverse) is one of the most interesting people Pete has ever met and after Pete's appearance on his podcast, Pete couldn't wait to get him on YMIW. And it. Gets. REAL WEIRD. Please enjoy!! ",1:20:50,3/30/12,http://youmadeitweird.libsyn.com/duncan-trussell,Y
35,2012,35,N,Larry Miller," Larry Miller (Seinfeld, Christopher Guest's movies, comedy) comes by and makes it both delightful (another wonderful happily married man to join the ranks of Greg Fitzsimmons and Gaffigan before him!) and weird. This episode made Pete happy inside. He hopes it does the same for you, weirdos!! ",1:22:08,3/28/12,http://youmadeitweird.libsyn.com/larry-miller,Y
34,2012,34,N,Nikki Glaser," Nikki Glaser (Last Comic Standing, You Had To Be There podcast) is one of the best, funniest and most interesting comedians we've had on to make it weird. Good lord it gets weird. I'm not just saying that. This one goes some places that made Pete's face all flush. And we left it in. Because that's what we do. Incredible episode. Please enjoy! ",1:58:24,3/23/12,http://youmadeitweird.libsyn.com/nikki-glaser,Y
33,2012,33,N,"Live from SXSW w/ Judd Apatow, Todd Barry & more!"," Holy shit. Judd Apatow. I mean, holy shit. Kumail, Chris Gethard, Todd Barry, a surprise drop in, a great crowd. Live at SXSW. Holy shit. This. Happened. Get into it you weirdos!! ",1:28:12,3/21/12,http://youmadeitweird.libsyn.com/live-from-sxsw-,Y
32,2012,32,N,Greg Proops," Greg Proops (Whose Line Is It Anyway, comedy, Smartest Man in the World podcast) is the perfect guy to make it weird because he's hilarious, smart and has opinions for days. For days!! And he did a voice in Star Wars. C'mon. Please enjoy, weirdos! ",1:30:57,3/16/12,http://youmadeitweird.libsyn.com/greg-proops,Y
31,2012,31,N,Sklar Brothers," Pete! Sklars! Twins!! So much goodness, just get into it already. TOMMY NEED you to get into it. (You'll see). ",1:45:17,3/14/12,http://youmadeitweird.libsyn.com/sklar-brothers,Y
30,2012,30,N,Kyle Kinane," Pete talks sex, Chicago, and a whole lotta comedy with his good friend Kyle Kinane. Also, Pete yells ""Kinaaaaaaaaaaane!"" a lot and you should, too. ",1:25:10,3/9/12,http://youmadeitweird.libsyn.com/kyle-kinane,Y
29,2012,29,N,Greg Fitzsimmons," Pete sits down with podcast/comedian giant Greg Fitzsimmons for an incredibly hilarious and incredibly useful discussion on anger, honesty, rage, sex, marriage, god, kids, comedy, philosophy and... what else is there? Get into you weirdos!!! ",1:28:42,3/7/12,http://youmadeitweird.libsyn.com/greg-fitzsimmons,Y
28,2012,28,N,Nate Craig," Pete sits down and gets real weird real fast with his longtime Chicago buddy Nate Craig with whom (how fancy! ""with whom""!) he started standup back in 2001. So they get nostalgic, crispy, weird, all of it. Plus some of the deepest and bittersweet relationship stuff we've had so far. Please enjoy!! ",1:23:20,3/2/12,http://youmadeitweird.libsyn.com/nate-craig,Y
27,2012,27,N,Hannibal Buress," Pete's friend Hannibal Buress (comedy, SNL, 30 Rock) comes by to get weird and hilarious and weirdly hilarious. It's really good. Who reads these intros? Just listen to it you reluctant reading type person! It's great!! #crispy ",1:31:58,2/29/12,http://youmadeitweird.libsyn.com/hannibal-buress,Y
26,2012,26,N,Dave Holmes," Dave Holmes (no relation, MTV, A Drink With Dave, comedy) is the greatest. Just one of the funniest and nicest guys you'd ever want to meet AND he lost that MTV VJ competition to that weird Jesse guy! Of course, Pete asks about that and learns that Dave is asked about that on the daily. So, needless to say: weird. Also, lots of sexy sex talk for you sex people out there, getting all sexy. GET CRISPY WEIRDOS! ",1:52:27,2/24/12,http://youmadeitweird.libsyn.com/dave-holmes,Y
25,2012,25,N,Paul F. Tompkins," Comic giant Paul F. Tompkins comes by to talk about so much more than just his role in There WIll Be Blood, but let's be honest: you can't be in Pete's favorite film and have it NOT come up. Then, comedy. Then, sex. Then who knows. We get weird. WEIRD. And well dressed! ",1:43:03,2/22/12,http://youmadeitweird.libsyn.com/paul-f-tompkins,Y
24,2012,24,N,Steve Agee," Pete's (also-huge) buddy Steve Agee (Sarah Silverman Program, comedy) comes in to discuss drugs, comedy and the origin of ""crispy."" I mean. what's better than that? Get into it, weirdos! ",1:36:17,2/17/12,http://youmadeitweird.libsyn.com/steve-agee,Y
23,2012,23,N,Bill Burr," Bill loves to break chops, but as you will see, he is actually one of the nicest guys Pete knows and was someone who was incredibly helpful to Pete in the early stages of his standup career. So, like most episodes, Pete does his best to recreate helpful, funny and wonderful conversations they've had to share with weirdos everywhere. Oh, and the funniest anti-marriage rant that's ever been recorded. So... look forward to that! ",1:43:42,2/15/12,http://youmadeitweird.libsyn.com/bill-burr,Y
22,2012,22,N,Emily Gordon," Pete sits down with one of his best fwendz in the world, Emily Gordon, writer/blogger/producer and wife to one of Pete's other best fwendz in the world, Kumail Nanjiani, and breaks just about everything Pete cares about wide open: life, love, the whole deal. It's all in here. Pete says this is his favorite episode (although he admits he shouldn't play favorites) but ""fuck it: this is the best."" Get crispy, weirdos!! ",1:31:17,2/10/12,http://youmadeitweird.libsyn.com/emily-gordon,Y
21,2012,21,N,Jake Hurwitz and Amir Blumenfeld, CollegeHumor's Jake and Amir go from zero to crispy in under 8 para-seconds. Get into it weirdos! ,1:30:50,2/8/12,http://youmadeitweird.libsyn.com/jake-hurwitz-and-amir-blumenfield,Y
20,2012,20,N,Joe Mande," Joe Mande is an internet rascal, comedian and Jew. What? He's Jewish. Why bring that up? Well, Pete and Joe talk about Judaism. That's why. See? Even the description is weird. Imagine what it's like inside... That's right, I consider listening to the podcast to be ""inside."" This intro, more or a foyer-type area. Get in there! ",1:30:53,2/3/12,http://youmadeitweird.libsyn.com/joe-mande,Y
19,2012,19,N,Chris D'Elia," Pete sits down with his goofy goof friend Chris D'Elia (Whitney, comedy) to talk about how comedy can be silly, goofy and a third word that means silly or goofy as well as some real deep shit about psychology and crazy comedy thoughts for real. It's VERY crispy in there, weirdos. Be careful. ",1:32:40,2/1/12,http://youmadeitweird.libsyn.com/chris-d-elia,Y
18,2012,18,N,Matt Diffee & Alex Gregory," Pete sits down with two of his absolute favorite New Yorker cartoonists Matt Diffee and Alex Gregory to discuss hilariously and in depth-edly the intricate and complex world of cartooning. Comedy takes many forms, and this one is one of the weirdest. No sex or God talk here, rather an in-depth look at one of the strangest and most exclusive comedy-worlds Pete feels lucky to have ever infiltrated. ",1:23:42,1/27/12,http://youmadeitweird.libsyn.com/matt-diffee-alex-gregory,Y
17,2012,17,N,Eugene Mirman," Lexington High School alumni (alumnis?) Pete and Eugene (Bob's Burgers, Delocated, comedy) get weird covering, amongst other things, why you could possibly yell ""LEGEND!"" at Eugene next time you see him, but probably shouldn't. ",1:17:15,1/25/12,http://youmadeitweird.libsyn.com/eugene-mirman,Y
16,2012,16,N,T.J. Miller #2," The first return guest to make it weird, T.J. clears the weird air surrounding recent Twitter and Dane Cook-y incidents. C'mon, that sounds pretty weird, right? ",50:26:00,1/24/12,http://youmadeitweird.libsyn.com/t-j-miller-2,Y
15,2012,15,N,Nick Thune, This is the first episode where Pete pre-interviewed the guest's wife as to what weird things to ask. Does it get weird? Is Nick's last name Thune? (yes!!) ,1:27:17,1/20/12,http://youmadeitweird.libsyn.com/nick-thune,Y
14,2012,14,N,Marc Maron," What could be weirder than having What The Fuck sit down with What The Heck? Do you really need a description? You're still reading this, so okay. ""The incredible host of WTF sits down to make it weird. The only question is: will he say ""keep it crispy"" at the end?"" ",1:43:22,1/18/12,http://youmadeitweird.libsyn.com/marc-maron,Y
13,2012,13,N,Nick Kroll," Whatâ€™s weirder than Nick Kroll telling Pete his laugh is the absolute worst? Letâ€™s just say Pete calls Nick a son-of-a-bitch like 40 times. And â€œvaginas dentataâ€ù is mentioned, if thatâ€™s a thing. And comedy, sex and God. Oh, and candy bars and growing up pretty well off. ",1:27:41,1/11/12,http://youmadeitweird.libsyn.com/nick-kroll,Y
12,2012,12,N,Anthony Jeselnik," Anthony Jeselnik (Comedy Central Presents, Comedy Central Roasts, CD ""Shakespeare"") is Anthony Jeselnik ALL THE TIME. This episode is a delightful and oddly honest and weird conversation about EGO (Pete and Anthony discuss at length their egos and the importance of a performers ego), confidence, voice, persona, weed, traveling first class, likability, and of course sex and God. Plus a bonus track from the unreleased UCB NY CD about, fittingly, bragging. Enjoy you weirdos!! ",1:31:32,1/4/12,http://youmadeitweird.libsyn.com/anthony-jeselnik,Y
11,2011,11,N,Doug Benson," One of the funniest, quickest and most pick-up-huggable comedians ever gets super weird with his buddy Pete getting into blackout drinking, being older than he looks, Best Week Ever and the ethical conflict behind doing Last Comic Standing. Plus another standup track from Pete's UCB NY recordings (the never-released standup CD). CRISPY! ",1:29:00,12/21/11,http://youmadeitweird.libsyn.com/doug-benson,Y
10,2011,10,N,Alec Sulkin," Fans of Family Guy and people curious about television writing, hilarious tweets and the usual weirdnesses of YMIW are in for a treat: Alec Sulkin is a writer for FG, a huge, hilarious twitter monster and a wonderful guest to delve into sex, God and comedy with. It's definitely crispy. Like, for real. ",1:40:15,12/14/11,http://youmadeitweird.libsyn.com/alec-sulkin,Y
9,2011,9,N,Sarah Silverman," Oh man. This is a weird one. Pete asks Sarah Silverman if she ""tells herself she's a good person"" and, I mean, that's in like the first minute. What more weirdness do you want?! How about Sarah talking about losing her virginity. I mean, this is all in under the four minute mark. Or new euphemisms for masturbation. Pete also overshares his virginity story and calls the Old Testament ""your half of the Bible."" God, this is a weird one. This is also the first ep where Pete shares a track from the lost ""UCB Tapes,"" never-before-heard standup recordings from NYC. ",1:36:51,12/7/11,http://youmadeitweird.libsyn.com/sarah-silverman,Y
8,2011,8,N,Jim Gaffigan," Pete gets weird with one of his favorite comedians who, amongst other weirdnesses, is a delightful breath of God-believing fresh air. It's super crispy! ",1:03:37,11/30/11,http://youmadeitweird.libsyn.com/jim-gaffigan,Y
7,2011,7,N,Neal Brennan," Neal Brennan, who co-created the friggin' Chappelle Show for crying out loud (and is a great, hilarious standup, writer and director), has the best show biz stories in the world. He shared a ton of them here, as well as a couple of the things that make him incredibly weird. Neal, like past guests, is another brunch buddy and we've recreated the feel one of our many vegan feast chats here for you to enjoy. SO ENJOY. got it, weirdos? ",1:46:32,11/22/11,http://youmadeitweird.libsyn.com/neal-brennan,Y
6,2011,6,N,Moshe Kasher," Boy, if you like talking about comedy AND sex, this episode is for you. Definitely NSFW, NSFP (playgrounds), NSFDIACWYIL (driving in a car with your in-laws). NSFC (church). It gets super personal, super sexual and mildly sexy. Sex! Also, drugs. Also, loads of laughs with Pete's good friend and hilarious comedian Moshe Kasher. ",58:46:00,11/15/11,http://youmadeitweird.libsyn.com/moshe-kasher,Y
5,2011,5,N,Chelsea Peretti, What's weirder than offending Pete's good friend Chelsea in the first 10 minutes of the podcast? Listen and you'll find out! ,1:14:06,11/8/11,http://youmadeitweird.libsyn.com/chelsea-peretii,Y
4,2011,4,N,Dave Coulier," BONUS EPISODE! What's weirder than a long talk with Dave Coulier? Like, for real, anything? Pete and Dave talk about getting-then-losing SNL, what Dave ""pulled down"" for Full House, Muppet Babies, sex, and God. Somehow it was both deep AND filled with the occasional fart noise. Weird. ",1:21:02,11/3/11,http://youmadeitweird.libsyn.com/dave-coulier,Y
3,2011,3,N,Demetri Martin," Demetri and I get weird talking about how God is a bouncing ball, divorce and whether or not he feels ""stuck in his persona"". Great episode with a great comedian! ",1:30:44,11/1/11,http://youmadeitweird.libsyn.com/demetri-martin,Y
2,2011,2,N,TJ Miller," It gets REAL weird with my longtime friend/movie star/rapper/weirdo T.J. Miller. We get into life-threatening brain surgery, the meaning of life and he makes me feel weird for being a TV writer. But in the best kind of way. ",1:14:44,10/27/11,http://youmadeitweird.libsyn.com/tj-miller,Y
1,2011,1,N,Kumail Nanjiani," There's plenty weird about my hilarious friend Kumail Nanjiani to get the show started off right! I've been good friends with Kumail for ten years so we're able to go deep into his comedy (specifically how his early voice was so different from his style now), his marriage (Kumail is one of the few young, married comedians I know) and his thoughts on religion. Buckle up for weirdness! ",1:00:35,10/25/11,http://youmadeitweird.libsyn.com/kumail-nanjiani,Y
